"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-03-28","67","79","57"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-03-29","68","81","55"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-03-30","69","80","57"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-03-31","70","79","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-01","72","86","65"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-02","73","85","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-03","72","85","64"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-04","70","82","62"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-05","70","81","58"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-06","69","78","59"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-07","62","77","47"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-08","64","77","49"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-09","67","82","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-10","68","82","55"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-11","68","83","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-12","62","78","48"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-13","64","81","49"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-14","68","79","57"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-15","71","78","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-16","72","81","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-17","70","82","59"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-18","71","77","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-19","70","80","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-20","69","80","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-21","66","75","59"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-22","67","77","53"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-23","59","70","46"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-24","59","75","41"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-25","65","76","47"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-26","69","80","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-27","69","79","55"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-28","70","84","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-29","76","92","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-04-30","77","89","64"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-01","76","86","66"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-02","75","84","66"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-03","74","82","67"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-04","75","85","66"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-05","74","85","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-06","72","84","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-07","74","84","65"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-08","74","84","65"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-09","73","85","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-10","71","84","57"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-11","69","84","52"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-12","74","83","67"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-13","73","81","67"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-14","73","80","65"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-15","75","83","65"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-16","72","81","64"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-17","73","86","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-18","73","85","62"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-19","73","87","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-20","71","88","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-21","73","91","52"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-22","76","87","65"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-23","77","88","64"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-24","79","94","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-25","82","96","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-26","82","94","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-27","82","94","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-28","76","84","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-29","80","92","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-30","80","90","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-05-31","79","88","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-01","76","86","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-02","76","89","62"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-03","76","90","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-04","82","97","66"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-05","80","88","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-06","79","82","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-07","76","85","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-08","72","78","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-09","73","80","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-10","79","86","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-11","83","87","78"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-12","80","87","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-13","80","94","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-14","76","88","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-15","76","88","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-16","77","89","64"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-17","77","88","65"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-18","77","87","66"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-19","79","91","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-20","79","90","67"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-21","78","90","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-22","80","89","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-23","78","87","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-24","74","77","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-25","74","76","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-26","76","84","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-27","77","87","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-28","78","87","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-29","80","89","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-06-30","81","88","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-01","82","90","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-02","83","92","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-03","83","91","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-04","78","87","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-05","81","91","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-06","83","89","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-07","82","89","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-08","83","91","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-09","83","92","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-10","82","90","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-11","80","88","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-12","80","90","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-13","81","89","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-14","81","90","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-15","82","91","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-16","83","94","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-17","76","92","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-18","79","88","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-19","78","86","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-20","80","85","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-21","81","90","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-22","81","95","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-23","80","89","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-24","81","89","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-25","81","95","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-26","77","84","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-27","80","91","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-28","80","91","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-29","81","92","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-30","80","87","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-07-31","77","83","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-01","82","91","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-02","82","88","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-03","82","89","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-04","81","91","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-05","79","85","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-06","80","88","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-07","80","88","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-08","79","88","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-09","78","87","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-10","80","90","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-11","79","86","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-12","83","93","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-13","82","91","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-14","80","90","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-15","80","89","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-16","81","93","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-17","79","89","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-18","80","90","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-19","78","85","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-20","73","76","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-21","75","82","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-22","77","86","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-23","75","85","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-24","78","89","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-25","80","89","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-26","80","90","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-27","79","83","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-28","82","87","78"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-29","80","86","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-30","80","87","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-08-31","81","91","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-01","81","90","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-02","81","90","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-03","81","89","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-04","78","85","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-05","78","84","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-06","80","89","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-07","81","89","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-08","81","87","78"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-09","79","89","66"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-10","74","87","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-11","77","87","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-12","78","86","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-13","78","89","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-14","77","88","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-15","79","91","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-16","79","87","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-17","78","85","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-18","76","82","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-19","75","86","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-20","74","85","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-21","75","87","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-22","78","91","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-23","76","88","64"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-24","71","85","62"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-25","74","88","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-26","76","88","66"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-27","77","90","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-28","78","91","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-29","79","88","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-09-30","77","84","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-01","82","87","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-02","77","84","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-03","71","76","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-04","75","85","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-05","76","86","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-06","76","88","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-07","77","90","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-08","71","79","67"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-09","69","83","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-10","69","85","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-11","70","83","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-12","70","86","58"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-13","73","84","64"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-14","73","85","65"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-15","73","88","65"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-16","66","80","58"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-17","66","79","58"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-18","70","82","59"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-19","70","82","57"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-20","63","79","50"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-21","63","81","50"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-22","66","83","53"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-23","69","84","57"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-24","71","84","62"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-25","72","85","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-26","73","86","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-27","68","79","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-28","56","58","52"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-29","54","66","45"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-30","53","67","41"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-10-31","59","75","43"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-01","59","76","47"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-02","59","74","43"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-03","68","83","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-04","67","79","59"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-05","62","77","50"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-06","60","72","48"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-07","52","68","42"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-08","50","68","40"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-09","51","70","37"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-10","53","74","40"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-11","61","79","44"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-12","64","76","55"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-13","63","74","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-14","59","64","51"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-15","55","59","51"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-16","51","56","49"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-17","56","65","48"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-18","58","75","49"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-19","57","73","45"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-20","61","71","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-21","60","75","47"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-22","54","74","42"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-23","56","76","39"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-24","56","67","45"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-25","44","64","29"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-26","46","68","33"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-27","57","72","43"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-28","54","58","51"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-29","56","71","44"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-11-30","59","76","48"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-01","63","80","49"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-02","63","79","52"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-03","61","78","51"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-04","62","76","52"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-05","62","79","48"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-06","65","78","57"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-07","62","74","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-08","60","64","55"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-09","66","74","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-10","66","73","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-11","62","67","55"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-12","53","54","50"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-13","50","53","47"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-14","49","61","42"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-15","53","69","41"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-16","61","71","49"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-17","66","73","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-18","60","74","42"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-19","51","71","36"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-20","57","70","42"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-21","47","58","39"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-22","42","63","26"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-23","44","63","28"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-24","56","68","43"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-25","61","65","52"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-26","57","65","40"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-27","41","56","30"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-28","47","62","32"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-29","56","64","40"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-30","41","57","27"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2012-12-31","48","65","32"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-01","59","68","45"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-02","63","66","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-03","52","58","46"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-04","46","54","40"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-05","49","63","40"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-06","50","54","47"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-07","51","57","45"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-08","62","77","51"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-09","69","77","64"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-10","70","80","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-11","66","73","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-12","63","74","52"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-13","67","72","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-14","68","80","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-15","68","75","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-16","67","74","64"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-17","57","68","43"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-18","49","63","39"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-19","56","73","39"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-20","59","73","47"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-21","53","68","43"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-22","49","63","38"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-23","47","66","32"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-24","56","74","40"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-25","57","67","50"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-26","60","75","48"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-27","63","76","52"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-28","62","74","53"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-29","67","73","58"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-30","65","70","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2013-01-31","49","59","35"
