"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-01","50","58","41"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-02","42","53","33"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-03","35","48","29"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-04","37","51","27"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-05","35","46","26"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-06","35","51","25"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-07","38","51","23"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-08","40","52","32"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-09","31","40","26"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-10","30","43","23"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-11","33","49","20"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-12","41","59","24"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-13","37","50","27"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-14","42","61","30"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-15","55","73","40"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-16","59","65","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-17","59","67","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-18","54","66","48"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-19","53","67","43"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-20","54","62","46"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-21","61","67","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-22","64","79","55"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-23","58","68","51"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-24","63","66","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-25","59","67","51"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-26","56","67","49"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-27","49","61","39"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-28","50","66","38"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-29","57","65","46"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-30","61","74","47"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-01-31","45","50","39"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-01","49","59","38"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-02","54","60","48"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-03","51","66","42"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-04","59","69","50"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-05","62","64","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-06","53","58","45"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-07","44","54","41"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-08","46","58","35"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-09","52","68","42"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-10","41","51","32"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-11","40","45","33"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-12","39","42","37"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-13","41","52","33"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-14","43","55","30"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-15","48","57","38"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-16","40","49","31"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-17","43","57","28"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-18","45","60","34"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-19","49","62","36"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-20","51","67","39"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-21","54","68","41"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-22","59","62","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-23","59","72","51"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-24","47","53","39"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-25","41","53","33"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-26","42","56","29"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-27","49","60","38"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-02-28","51","66","39"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-01","51","63","38"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-02","52","61","44"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-03","49","60","42"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-04","45","58","34"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-05","47","64","32"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-06","47","62","33"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-07","50","65","34"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-08","54","69","44"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-09","56","66","50"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-10","60","69","48"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-11","63","67","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-12","62","68","58"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-13","60","70","53"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-14","58","69","49"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-15","58","66","51"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-16","54","67","43"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-17","53","59","50"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-18","54","62","50"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-19","59","72","49"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-20","58","70","46"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-21","59","67","51"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-22","54","63","49"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-23","56","68","43"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-24","60","71","48"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-25","60","68","53"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-26","66","75","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-27","62","74","50"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-28","63","67","58"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-29","60","65","50"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-30","60","74","48"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-03-31","60","71","47"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-01","62","76","50"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-02","63","77","49"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-03","64","76","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-04","66","80","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-05","68","79","57"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-06","67","76","57"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-07","68","77","58"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-08","70","73","65"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-09","64","76","51"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-10","63","76","48"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-11","68","81","57"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-12","68","81","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-13","69","85","55"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-14","72","85","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-15","69","82","58"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-16","67","78","52"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-17","67","76","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-18","69","83","57"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-19","68","79","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-20","66","74","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-21","69","79","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-22","70","80","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-23","69","78","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-24","74","78","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-25","74","80","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-26","74","85","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-27","65","76","52"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-28","61","74","46"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-29","63","77","48"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-04-30","66","77","52"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-01","74","79","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-02","77","81","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-03","76","81","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-04","74","78","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-05","75","84","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-06","76","83","67"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-07","76","84","67"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-08","78","88","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-09","70","83","59"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-10","71","83","58"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-11","73","81","66"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-12","74","82","67"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-13","76","84","67"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-14","74","82","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-15","75","83","66"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-16","75","83","67"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-17","78","88","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-18","75","87","67"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-19","78","87","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-20","78","87","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-21","79","90","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-22","79","89","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-23","80","92","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-24","79","91","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-25","74","85","67"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-26","76","89","66"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-27","78","88","66"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-28","77","88","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-29","77","86","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-30","77","85","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-05-31","79","87","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-01","77","87","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-02","78","89","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-03","77","87","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-04","83","89","78"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-05","83","88","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-06","83","90","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-07","83","95","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-08","81","91","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-09","80","89","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-10","80","90","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-11","82","93","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-12","85","95","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-13","84","98","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-14","83","95","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-15","84","94","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-16","83","93","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-17","82","93","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-18","80","93","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-19","80","92","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-20","79","91","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-21","77","85","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-22","82","90","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-23","82","91","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-24","83","92","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-25","82","94","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-26","82","92","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-27","83","92","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-28","81","90","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-29","78","84","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-06-30","79","87","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-01","76","81","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-02","76","82","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-03","79","87","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-04","78","85","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-05","77","83","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-06","80","88","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-07","81","89","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-08","82","94","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-09","83","91","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-10","81","90","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-11","85","93","78"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-12","83","89","79"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-13","83","90","78"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-14","82","94","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-15","81","91","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-16","82","88","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-17","82","89","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-18","82","89","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-19","81","88","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-20","84","91","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-21","83","91","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-22","84","95","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-23","84","93","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-24","85","92","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-25","84","92","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-26","85","92","78"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-27","85","93","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-28","87","98","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-29","87","98","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-30","87","97","78"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-07-31","84","95","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-01","81","95","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-02","83","93","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-03","82","91","78"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-04","81","91","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-05","83","91","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-06","84","92","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-07","82","93","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-08","84","93","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-09","85","95","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-10","82","91","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-11","81","89","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-12","84","89","79"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-13","85","92","79"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-14","84","89","78"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-15","82","88","78"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-16","83","90","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-17","83","91","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-18","84","90","79"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-19","83","89","78"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-20","82","89","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-21","83","93","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-22","82","94","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-23","82","90","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-24","83","89","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-25","83","90","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-26","80","87","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-27","78","85","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-28","78","87","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-29","80","86","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-30","80","87","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-08-31","80","90","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-01","80","91","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-02","78","92","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-03","80","91","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-04","81","90","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-05","80","89","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-06","81","89","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-07","81","90","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-08","81","91","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-09","81","91","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-10","82","91","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-11","82","92","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-12","81","92","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-13","82","96","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-14","81","92","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-15","78","90","66"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-16","77","88","66"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-17","78","90","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-18","79","91","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-19","78","93","67"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-20","78","91","66"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-21","79","90","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-22","80","91","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-23","79","91","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-24","80","92","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-25","79","86","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-26","74","78","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-27","75","82","67"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-28","71","84","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-29","71","84","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-09-30","74","86","67"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-01","72","85","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-02","70","84","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-03","69","84","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-04","63","76","53"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-05","60","76","49"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-06","60","77","49"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-07","63","85","47"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-08","67","85","52"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-09","70","90","55"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-10","71","82","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-11","71","84","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-12","70","81","58"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-13","72","84","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-14","71","84","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-15","64","81","48"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-16","65","82","53"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-17","63","79","49"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-18","64","79","51"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-19","66","79","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-20","69","84","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-21","68","84","55"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-22","65","86","50"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-23","67","82","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-24","69","81","59"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-25","75","81","65"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-26","78","83","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-27","78","83","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-28","74","84","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-29","63","78","53"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-30","62","78","50"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-10-31","64","81","52"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-11-01","67","81","57"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-11-02","66","74","57"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-11-03","68","77","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-11-04","63","69","53"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-11-05","51","62","42"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2010-11-06","47","61","37"
